60108110	Symbiodinium strain OTcH-2
60108109	Symbiodinium strain OTcH-1
60104199	Heterocapsa strain NIES473
60103974	Heterocapsa strain Horiguchi 1997
60103973	Heterocapsa strain NIES614
60103972	Heterocapsa strain NIES472
60103971	Heterocapsa strain FK6-D47
60103970	Heterocapsa strain TK6-D57
60102868	Alexandrium strain YOC98b
60102867	Alexandrium cf. catenella
60101288	Amoebophrya strain ex Scrippsiella sp.
60101287	Amoebophrya strain ex Gymnodinium instriatum
60101286	Amoebophrya strain ex Karlodinium micrum
60099453	uncultured dinophyte
60098258	P gatunense
60089853	A eilatiensis
60088117	Heterocapsa strain Pdam3N
60088116	Symbiodinium strain PSP1-05
60088115	Symbiodinium strain CCMP421
60087990	Oxyrrhis strain WHOI_LI1-5-6
60087989	Oxyrrhidae
60086893	Hematodinium sp.
60084369	Heterocapsa strain JN120.1
60078597	G microreticulatum
60077415	Symbiodinium strain CS164
60077414	Symbiodinium strain PHQU_TC2a
60076574	Symbiodinium strain type E
60075951	Symbiodinium strain tenuis_M310
60075950	Symbiodinium strain M75.2
60075949	Symbiodinium strain M73.3
60075948	Symbiodinium strain M280
60075947	Symbiodinium strain M277
60075946	Symbiodinium strain M267.2
60075945	Symbiodinium strain M235
60075944	Symbiodinium strain M218
60075943	Symbiodinium strain M215.3
60075942	Symbiodinium strain M215.2
60075941	Symbiodinium strain M205
60075939	Symbiodinium strain M12
60075938	Symbiodinium strain J94
60075937	Symbiodinium strain J91
60075936	Symbiodinium strain J90
60075935	Symbiodinium strain J89
60075934	Symbiodinium strain J85
60075933	Symbiodinium strain J84
60075932	Symbiodinium strain J48
60075931	Symbiodinium strain J190
60075930	Symbiodinium strain J189
60075929	Symbiodinium strain J157
60075928	Symbiodinium strain J105
60075704	Symbiodinium strain M94
60075703	Symbiodinium strain M88
60075702	Symbiodinium strain M84
60075701	Symbiodinium strain M228
60075700	Symbiodinium strain M202
60075699	Symbiodinium strain M201
60075698	Symbiodinium strain J93
60075697	Symbiodinium strain J86
60075696	Symbiodinium strain J83
60075695	Symbiodinium strain J50
60075694	Symbiodinium strain J135
60075693	Symbiodinium strain A7
60075692	Symbiodinium strain A36
60075691	Symbiodinium strain A32
60075215	Dinophyceae strain CCMP 421
60075203	Dinophyceae strain ADE TH-2014
60075202	Adenoides
60075201	Lingulodinium strain F.Stein J.D.Dodge 1989
60075200	Lingulodinial
60075199	Kryptoperidinium strain F.Stein Lindemann
60075198	Kryptoperidinium Lindemann, 1924
60075197	H axiothellae
60075196	Haplozoon
60075195	G steinii
60075194	Glenodiniopsis
60075193	Pentapharsodinium strain CCMP771
60075192	S sweeneyae
60075191	Parvodinium strain Stein S.Carty 2008
60075190	G dorsum
60075189	G cochlea
60075188	A massartii
60075187	A longum
60075186	A herdmanii
60075185	A corpulentum
60075184	A asymmetricum
60073885	Ostreopsis sp.  str. D5
60073292	Pfiesteria sp.
60072593	Karlodinial
60072463	Symbiodinium strain 1681
60072462	Symbiodinium strain 1655
60072461	Symbiodinium strain 3B-J
60072460	Symbiodinium strain C20B
60072459	Symbiodinium strain 1675a
60072458	Symbiodinium strain 1673
60072457	Symbiodinium strain C5B
60072456	Symbiodinium strain C9B
60071261	K brevis
60070909	cryptoperidiniopsoid sp. clone V14
60070908	cryptoperidiniopsoid sp. clone A5
60070907	Dinophyceae strain Lucy
60070665	Symbiodinium strain CR97.1
60070664	Symbiodinium strain CG542
60070663	Symbiodinium strain CG342
60070662	Symbiodinium strain CG63
60070660	Symbiodinium strain FR33F
60070659	Symbiodinium strain FG188C3
60070658	Symbiodinium strain FG188C2
60070657	Symbiodinium strain FG188C1
60070656	Symbiodinium strain FR32F
60070655	Symbiodinium strain CR96.1
60070654	Symbiodinium strain CG8
60070653	Symbiodinium strain CG328
60070652	Symbiodinium strain CG329
60070651	Symbiodinium strain CG60
60070650	Symbiodinium strain CG50
60070649	Symbiodinium strain CG458
60070321	Symbiodinium strain subsp. condylactis
60070313	Symbiodinium strain D1_M_annularis
60069835	Symbiodinium strain subsp. microadriaticum
60069828	Symbiodinium strain C4
60069827	Symbiodinium strain B3
60069826	Symbiodinium strain B2
60069825	Symbiodinium strain A5
60069824	Symbiodinium strain A3
60069819	Symbiodinium strain Trench & Thinh LaJeunesse 2018
60069816	S goreaui
60068633	Symbiodinium strain A153
60068632	Symbiodinium strain A16
60068631	Symbiodinium strain A126
60068630	Symbiodinium strain A125
60068629	Symbiodinium strain Al5
60068628	Symbiodinium strain Sh2
60068627	Symbiodinium strain Sh8
60068626	Symbiodinium strain Sh7
60068625	Symbiodinium strain Sh4
60068624	Symbiodinium strain Sh9
60068623	Symbiodinium strain S10
60068622	Symbiodinium strain Sh6
60068621	Symbiodinium strain Sh5
60068506	Symbiodinium strain CBr-I1
60068505	Symbiodinium strain CV-I1
60068504	Symbiodinium strain PC-Ma1
60068503	Symbiodinium strain CLo-Ma1
60068502	Symbiodinium strain CGr-Ma1
60068501	Symbiodinium strain CBr-Ma1
60068500	Symbiodinium strain CK-Ma1
60068499	Symbiodinium strain CV-Ma1
60068458	Symbiodinium strain S.mich
60068457	Symbiodinium strain Msen3/1/1
60068456	Symbiodinium strain Msen13/8
60068455	Symbiodinium strain Msen13/12
60068454	Symbiodinium strain Msen13/1
60068453	Symbiodinium strain Mpha4/1/1
60068452	Symbiodinium strain Mpha2/1/1
60068451	Symbiodinium strain Mmir9/1/2
60068450	Symbiodinium strain Mmir9/1/1
60068449	Symbiodinium strain Mmir6/3
60068448	Symbiodinium strain Mmir6/2
60068447	Symbiodinium strain Mmir6/11
60068446	Symbiodinium strain Mmir6/1
60068445	Symbiodinium strain Mmir55/9
60068444	Symbiodinium strain Mmir55/2
60068443	Symbiodinium strain Mmir55/1
60068442	Symbiodinium strain Mfor25/4
60068441	Symbiodinium strain Mfor25/12
60068440	Symbiodinium strain Mfor15/2/1
60068439	Symbiodinium strain Mfor/2/10
60068438	Symbiodinium strain Mdec3/1/1
60068437	Symbiodinium strain Mdec13/6
60068436	Symbiodinium strain Mdec13/5
60068435	Symbiodinium strain Mdec13/2
60068434	Symbiodinium strain Mdec13/12
60068433	Symbiodinium strain Mdec13/1
60068432	Symbiodinium strain Mdec107/9
60068431	Symbiodinium strain Mdec107/6
60068430	Symbiodinium strain Mdec107/1
60068429	Symbiodinium strain M.anu
60067300	uncultured marine dinoflagellate DH147-EKD21
60066313	Alexandrium strain Thau_lagoon_3
60066263	Dinophyceae gen. sp. antifer_Cons4
60066262	Dinophyceae gen. sp. Rance_3
60066261	Dinophyceae gen. sp. Marennes-Oleron_16
60066218	Dinophysis strain Pavillard, 1923
60066217	Dinophysis strain Saville-Kent, 1881
60066209	G corii
60066208	G maguelonnense
60066207	Gymnodinium strain Chile_53/16
60066206	Gymnodinium strain Corsica_2
60066205	Gymnodinium strain Corsica
60066204	Dinophyceae gen. sp. Cons1
60066201	Dinophysis strain Concarneau_95/6
60066200	Dinophysis strain Antifer_91/4
60066199	Alexandrium strain Antifer_91/1
60066198	Alexandrium strain Concarneau_99/2
60066197	Alexandrium strain Concarneau_99/1
60066195	D hastata
60066193	D acuta
60066191	D dens
60066190	Dinophysis cf. dens
60063882	Symbiodinium strain type C2
60063881	Symbiodinium strain type C
60063880	Symbiodinium strain type B
60063879	Symbiodinium strain type A
60062977	D tripos
60060322	P catenata
60060321	Peridinellas
60060320	Gymnodinium sanguineum  str. CCMP1321
60060319	Akashiwo
60060318	Scrippsiella sp.
60059618	Gymnodinium strain BBK2000
60059617	Symbiodinium strain Y6-1
60058945	Alexandrium strain AS-1
60058927	Symbiodinium strain TcFIZ
60058926	Symbiodinium strain TgFIZ
60058925	Symbiodinium strain HpFIZ
60058924	Symbiodinium strain TdFIZ
60058923	Symbiodinium strain HhFIZ
60058922	Symbiodinium strain Tc2FIZ
60058921	Symbiodinium strain FuFIZ
60058920	Symbiodinium strain CcFIZ
60058919	Symbiodinium strain TsFIZ
60058918	W pseudopalustris
60058917	P willei
60058916	P pseudolaeve
60058915	P cinctum
60058914	Heterocapsa sp.
60058913	Gymnodinium cf. placidum
60058912	A klebsii
60058880	Symbiodinium sp.  str. PHBOTS3B
60058657	Symbiodinium sp.  str. CS164
60058656	Symbiodinium sp.  str. PHMSHP1A
60058655	Symbiodinium sp.  str. PHMSTM2B
60058654	Symbiodinium sp.  str. PHSCTD3C
60058653	Symbiodinium sp.  str. PHSOTG3A
60058324	Symbiodinium strain PHSC TC3A
60058323	Symbiodinium strain PHSC TC2C
60058322	Symbiodinium strain PHSC TC2B
60058321	Symbiodinium strain PHQU TC1B
60058320	Symbiodinium strain PHQU TC1A
60058319	Symbiodinium strain PHSC HH3C
60058318	Symbiodinium strain PHSC HH3B
60058317	Symbiodinium strain PHSC HH3A
60058316	Symbiodinium strain PHSC HH2C
60058315	Symbiodinium strain PHSC HH2B
60058314	Symbiodinium strain PHSC HH2A
60058313	Symbiodinium strain PHSC HH1C
60058312	Symbiodinium strain PHSC HH1B
60058311	Symbiodinium strain CS-161
60058309	Symbiodinium strain PLTD-1
60058308	Symbiodinium strain PLCM-1
60058307	Symbiodinium strain PLCC-1
60058306	Symbiodinium strain CS-163
60058305	Symbiodinium strain P082-2
60058304	Symbiodinium strain HA3-5
60058303	Symbiodinium strain PLTM-1
60058302	Symbiodinium strain CSIRO CS-156
60058301	Symbiodinium strain PLFU-1
60058300	Symbiodinium strain JCUTS-1
60058299	Symbiodinium strain PHQU TC1C
60058298	Symbiodinium strain JCUZS-1
60058297	Symbiodinium strain JCUSG-1
60058296	Symbiodinium strain JCUCS-1
60056874	Symbiodinium strain 1584
60056873	Symbiodinium strain 1645
60056872	Symbiodinium strain 1582
60056871	Symbiodinium strain 1643
60056870	Symbiodinium strain 650
60056869	Symbiodinium strain 207
60056868	Symbiodinium strain 1338
60056867	Symbiodinium strain 1341
60056866	Symbiodinium strain 378
60056865	Symbiodinium strain 1360
60056864	Symbiodinium strain 1593
60056863	Symbiodinium strain 1631
60056862	Symbiodinium strain 836
60056861	Symbiodinium strain 1679
60056860	Symbiodinium strain 1635
60056859	Symbiodinium strain 1333
60056858	Symbiodinium strain 1275
60056857	Symbiodinium strain 1318
60056856	Symbiodinium strain 1334
60056855	Symbiodinium strain 1678
60056854	Symbiodinium strain 1591
60056853	Symbiodinium strain 1690
60056852	Symbiodinium strain 1650
60056851	Symbiodinium strain 489
60056850	Symbiodinium strain 490
60056849	Symbiodinium strain 1366
60056848	Symbiodinium strain 751
60056846	Symbiodinium strain 1305
60056845	Symbiodinium strain from large miliolid foraminifers
60056082	H circularisquama
60054294	Symbiodinium strain MMSG-2000
60053495	Hematodinium strain MF-2000
60053273	Symbiodinium strain Al3A
60052956	Hematodinial
60051054	Symbiodinium strain Al2A
60051008	P reticulatum
60051007	Protoceratial
60048684	Symbiodinium strain sten_12
60048683	Symbiodinium strain sten_10b
60048682	Symbiodinium strain sten_9
60048681	Symbiodinium strain sten_10
60048680	Symbiodinium strain sten_8
60048679	Symbiodinium strain sten_2
60047090	S muscatineii
60045391	D pavillardii
60041441	Symbiodinium strain Banaszak, Iglesias-Prieto & Trench 1993
60039503	D norvegica
60039502	Amoebophrya strain 'Dinophysis'
60039016	Ostreopsis cf. ovata
60039012	Coolia strain Leaw, P.-T.Lim & Usup
60034001	O ovata
60033978	Symbiodinium strain Pv9
60033977	Symbiodinium strain Pv2
60033976	Symbiodinium strain Pc9
60033975	Symbiodinium strain Pc5
60033974	Symbiodinium strain Pc3
60033973	Symbiodinium strain Mc6
60033972	Symbiodinium strain Mc2
60033971	Symbiodinium strain Mc1
60033970	Symbiodinium strain Lt4
60033969	Symbiodinium strain Lt3
60033968	Symbiodinium strain Lt2
60033967	Symbiodinium strain Fs2
60033966	Symbiodinium strain Fs1
60033965	Symbiodinium strain Fs8
60033964	Symbiodinium strain Fp8
60033963	Symbiodinium strain Fp7
60033962	Symbiodinium strain Fp2
60033961	Symbiodinium strain Fp3
60033960	Symbiodinium strain Gf46
60033959	Symbiodinium strain Gf32
60033958	Symbiodinium strain Gf14
60033957	Symbiodinium strain Gf6
60033956	Symbiodinium strain Gf4
60033955	Symbiodinium strain Af5
60033756	Halostylodinium strain Horiguchi et Yoshizawa-Ebata sp. nov.
60033755	Halostylodinial
60033754	unclassified Dinophyceae
60033750	Symbiodinium strain Af6
60032819	Pfiesteria strain B112456
60030268	Symbiodinium strain HIMB
60029978	A margalefi
60029903	Alexandrium strain Balech 1994
60028674	G nolleri
60028673	G chlorophorum
60028672	Gyrodinium strain E.M.Hulburt 1957
60028066	A operculatum
60027616	Scrippsiella strain var. aciculifera
60027615	Scrippsiella cf. trochoidea
60027614	S lachrymosa
60027613	S rotunda
60027612	S ramonii
60027611	Pentapharsodinium strain Indelicato & Loeblich III 1986
60027610	Ensiculifera cf. imariensis
60027608	Ensiculiferas
60027607	Calciodinellal
60027242	Symbiodinium strain PHSCHH1A
60025528	S kawagutii
60024604	Symbiodinium strain U97-11/1
60024603	Symbiodinium strain U62Z/2
60024602	Symbiodinium strain U62Z/1
60024601	Symbiodinium strain U45/1
60024600	Symbiodinium strain SB146/2
60024599	Symbiodinium strain S14Z
60024598	Symbiodinium strain PeA8 0/2
60024597	Symbiodinium strain PeA8 0/1
60024596	Symbiodinium strain PeA22 0/1
60024595	Symbiodinium strain PavVar3/1
60024594	Symbiodinium strain PavVar2/1
60024593	Symbiodinium strain GB1/1
60024592	Symbiodinium strain GarPla2/5
60024591	Symbiodinium strain GAL8/1
60024590	Symbiodinium strain D9/1
60024589	Symbiodinium strain B403/1
60024588	Symbiodinium strain B378/1
60024587	Symbiodinium strain B358/1
60024586	Symbiodinium strain B329/2
60024585	Symbiodinium strain B329/1
60024584	Symbiodinium strain B169/1
60024583	Symbiodinium strain AcrNas4/2
60024582	Symbiodinium strain AcrNas4/1
60024581	Symbiodinium strain AcrLor7/1
60024580	Symbiodinium strain AcrLor1/2
60024579	Symbiodinium strain 40/0/1
60022807	uncultured Dinophyceae OLI02001
60016487	Pfiesteria-like dinoflagellate
60013634	Symbiodinium strain TsZx2
60012929	Heterocapsa strain Lohmann G.Hansen 1995
60012923	Polarella glacialis
60012922	Polarellas
60012921	Suessiaceae Fensome et al. 1993
60012920	Suessiales Fensome et al. 1993
60011707	Duboscquellidae Chatton, 1920
60011705	Amoebophryas
60011704	Syndiniaceae
60011703	Amoebophryaceae
60011702	Syndiniales
60007326	D sacculus
60004019	A ocellatum
60004018	Amyloodinial
60004017	Oodiniaceae
60004016	Blastodiniales
60004015	Cryptoperidiniopsis strain CCMP1828
60004014	Cryptoperidonopis
60003154	Ostreopsis strain 6 NCh-2020
60001673	Cochlodinium strain Margalef 1961
60001672	Cochlodinium Schuett, 1896
60000515	S pulchrorum
60000514	S bermudense
59999841	unknown symbiotic dinoflagellate
59998652	Pyrodinium strain var. compressum
59998651	P bahamense
59998650	Pyrodinial
59997525	P emarginatum
59997524	Prorocentrum strain Fukuyo, 1981
59997523	P maculosum
59997522	Prorocentrum cf. arenarium
59997521	Prorocentrum strain D.Grzebyk, Y.Sako & B.Berland 1998
59997520	P mexicanum
59997405	F subglobosum
59997403	Pyrophacaceae
59996778	Scrippsiella strain Stein Balech ex Loeblich III
59996777	P balticum
59995992	P piscicida
59995991	Pfiesterias
59992797	Noctilucaceae
59992796	Peridiniaceae
59992795	Heterocapsaceae
59992793	C horrida
59992792	Ceratocorys
59992791	Ceratocoryaceae
59992784	P noctiluca
59992783	Peridinium strain Claparde & Lachmann 1859
59992499	P tyrrhenicum
59992498	Pentapharsodinium Indelicato & Loeblich III, 1986
59992497	L viride
59992496	Lepidodinial
59992495	Peridinium sp.
59992494	H triquetra
59992492	Ceratium strain Ostenfeld & Schmidt 1901
59992487	Gymnodinium strain MUCC284
59991757	Alexandrium strain Biecheler Horiguchi ex K.Yuki & Y.Fukuyo 1992
59987368	Gyrodinium sp.
59987367	Gyrodinium Kofoid & Swezy, 1921
59986668	P balticum
59985187	Gymnodinium strain G01RUANZ
59985186	Gymnodinium strain G01CORNZ
59985185	Gymnodinium strain G02HAWNZ
59985183	Gymnodinium cf. pulchellum
59985182	Gymnodinium cf. mikimotoi
59985181	C monotis
59985179	Ostreopsidaceae
59982240	Scrippsiella Balech ex A.R.Loeblich III, 1965
59976133	Dinophysis strain Claparede & Lachmann 1859
59976132	Dinophysis Ehrenberg, 1839
59975438	unidentified symbiotic dinoflagellate BBSR 323
59975437	unidentified symbiotic dinoflagellate from Spongostaurus sp.
59975436	unidentified symbiotic dinoflagellate from Collozoum caudatum
59975435	unidentified symbiotic dinoflagellate BBSR 332
59975434	unidentified symbiotic dinoflagellate BBSR 153
59975433	unidentified symbiotic dinoflagellates
59975412	unidentified symbiotic dinoflagellate BBSR 159
59972332	Pelagodinium strain Spero 1987 Siano, Montesor, Porbert & de Vargas 2010
59969967	T ostenfeldii
59969966	Gonyaulacales
59968587	A minutum
59968586	A excavatum
59968585	Protogonyaulax strain H.Inoue & Y.Fukuyo 1985
59968583	Ceratiaceae
59968582	P triestinum
59968581	Prorocentrum strain Pavillard J.Schiller 1933
59968580	Prorocentrum strain Ehrenberg F.Stein 1878
59968579	G catenatum
59965297	H pygmea
59963803	Thoracosphaerales
59963802	Gonyaulacaceae
59959489	G viscum
59959488	Gloeodinial
59959487	Gloeodiniaceae
59959486	Phytodiniales
59959485	S meandrinae
59959484	S corculorum
59959483	A belauense
59949656	P lunula
59949655	Pyrocystis
59949654	Pyrocystales
59949653	O marina
59949652	Oxyrrhis
59949651	Noctiluca strain Macartney Kofoid et Swezy
59949650	Noctiluca Suriray, 1836
59949649	Noctilucales
59949648	Woloszynskias
59949647	Amphidinium strain Hulburt 1957
59949645	Gymnodinium sp.
59949644	G varians
59949643	Gymnodinium simplex
59949642	Gymnodinium Stein, 1878
59949640	Symbiodinium strain Trench & Blank 2017
59949639	Symbiodinium strain Freudenthal 1962
59949636	Prorocentrum mariae-labouriae
59949635	P micans
59949633	Prorocentraceae
59949632	Prorocentrales
59949631	Cachoninas
59949630	A tropicale
59949629	A lusitanicum
59949628	A leei
59949627	A kutnerae
59949626	A insuetum
59949625	A fundyense
59949624	A concavum
59949623	A cohorticula
59949622	Gonyaulax strain Lebour 1925
59949620	Alexandrium Halim, 1960
59949619	T heimii
59949617	Heterocapsa strain Loeblich III Morrill & Loeblich III 1981
59949616	H illdefina
59949614	P fusus
59949613	Ceratium Schrank, 1793
59949580	P foliaceum
59949579	P bipes
59949578	Peridinium Ehrenberg, 1832
59949577	Crypthecodinium strain Seligo Javornicky 1962
59949576	Crypthecodinial
60315223	Luticolas
60126238	Pinnularias
59977325	Porosiras
61507135	Thalassiosira sp.
62229818	Discostella sp.
59986658	Amphora Ehrenberg, 1844
60483312	Nitzschia Baer, 1826
59996738	Anomalas
60724860	Diploneis
60076189	Limosas
61570324	Diploneis sp.
60126296	Planothidial
61536731	Navicula sp.
61793612	Gedaniella Chunlian Li, Witkowski & Ashworth 2018
61501044	Nitzschia strain in: Bacillariophyta
60019585	Cymbellales
60019587	Gomphonemas
60126247	Encyonemas
60126245	Cymbella C.Agardh, 1830
60108766	Pleurosigmas
61711675	Psammodictyon sp.
61711679	Stauroneis sp.
60098336	Hantzschia Grunow, 1877
61562259	Halamphora sp.
59963657	Coscinodisci
61186817	Asteromphali
60270900	Discostellas
62337451	Amicula sp.
62361562	Pantocsekiellas
59960542	Cyclotellas
60126254	Surirella Turpin, 1828
60315244	Mayamaeas
59963660	Fragilarias
61350689	Amphora sp.
61148206	Craspedostauros E.J.Cox, 1999
62293212	Serratas
59963819	Bacillariales
60724877	Triceratium Ehrenberg, 1839
62248815	Pseudictyotas
60724848	Ceratauli
60331102	Climacosphenias
61459131	Brachysiras
60310894	Hyalosynedras
60360273	Arida R.L.Hartm. D.R.Morgan & R.L.Hartm., 2003
60203205	Lunellas
59949561	Diatomeas
62149169	unclassified Lunella
62090826	Proschkinias
60472161	Amphoroidea H. Milne-Edwards, 1840
61841724	Tursiocolas
60126276	Proboscias
59978761	Navicula Bory de Saint-Vincent, 1822
62291088	Planothidium sp.
59977306	Chaetoceros sp.
59977303	Chaetoceros Ehrenberg, 1844
60305832	Epithemias
61522485	Skeletonema sp.
59970824	Pseudonitzschias
62388010	Surirella strain Hustedt, 1955
62386992	Aulacoseira strain Nygaard Simonsen, 1979
62386991	Aulacoseira strain Meister Tuji & Houki, 2004
62382990	Pseudo-nitzschia sp. CNS00097
62382448	Hyalodiscus cf. scoticus
60126241	Sellaphoras
60390906	Ctenophora Meigen, 1803
59964887	Thalassiosiras
59960545	Stephanodisci
59963659	Coscinodiscus sp.
60120478	Bellerocheas
62229778	Cyclostephanos sp.
60927816	Halamphoras
61640552	Fragilaria sp.
62377854	Fallacia strain Li & Suzuki, 2022
60126230	Achnanthes
62376637	Thalassiosira strain PLY 541
62376636	Chaetoceros strain PLY 617
62372631	Pleurosigma strain mgcode 4
62372630	Lithodesmioides strain mgcode 4
62372629	Actinocyclus strain mgcode 4
60724883	Lithodesmioides
62372628	unclassified Lithodesmioides
62372118	Ambo sp.
62372117	unclassified Ambo
61469595	Lindavia Schuett De Toni & Forti,1900
62371089	Bacillariophyta strain CLi-2022a
62370987	Parodontellaceae
62370983	Stephanodiscales
60263314	Helicotheca Ricard, 1987
60007067	Detonulas
62369934	Simonsenia strain Kim, Park & Witkowski, 2021
62369933	Simonsenia strain Krzywda, Witkowski & Gorecka, 2021
62366864	Fragilariophycidae sp.
62366863	unclassified Fragilariophycidae
60151070	Rhopalodia strain Ehrenberg Otto Mueller 1895
60756055	Pinnularia strain W.Smith 1853
59951626	Auricularia Bull., 1780
60169369	Achnanthidial
62366235	Placosira Ashworth & Majewska, 2021
62362797	Nitzschia sp. 2
62362796	Navicula sp. 4
62362795	Nitzschia sp. 1
62362794	Navicula sp. 3
62362793	Navicula sp. 2
62362792	Navicula sp. 1
60656379	Tryblionella W.Smith, 1853
62361824	Chaetoceros strain BBN-2021a
62361798	Chaetoceros strain Lauder, 1864
62361600	Stephanodiscus strain Genkal, 1978
62361595	Stephanodiscus strain Hakansson & Kling, 1990
62361563	Pantocsekiella strain Pantocsek Kiss & Acs, 2016
62361560	Cyclostephanos strain Genkel Casper & Scheffler, 1990
62361559	Lindavia sp.
62361558	unclassified Lindavia
62361556	Lemnicola sp.
62361555	unclassified Lemnicola
62360005	Planktoniella strain BBNiu-2021a
62360004	Thalassiosira strain Niu & Li, 2022
62359244	Nitzschia strain Kutzing Hantzsch, 1860
62354984	Staurosira sp.
62354981	Cocconeis sp.
62354980	Aulacoseira sp.
62351575	Frustulia cf. magaliesmontana
62351529	Frustulia strain Kilroy & Urbankova, 2015
62351528	Frustulia strain Kulichova & Urbankova, 2015
59977310	Cymatosiraceae
62346773	Tabellaria sp.
62346772	unclassified Tabellaria
60098344	Entomoneis
62345447	Mayamaea strain NIES-4280
62345446	Sellaphora strain Ak1876
62339095	Bacillariophyceae sp.
62339085	Mediophyceae sp.
62339084	unclassified Mediophyceae
62337452	Nitzschia strain RGa-2021a
62337450	unclassified Amicula
62337449	Amicula Witkowski, Lange-Bertalot & Metzeltin, 2000
62337448	Rhabdonema sp.
62337447	Craticula sp.
62337446	unclassified Craticula
62337336	Nitzschia sp. G
62337335	Nitzschia sp. F
62337334	Nitzschia sp. E
62337333	Nitzschia sp. D
62337332	Nitzschia sp. C
62337331	Nitzschia sp. B
62337330	Nitzschia sp. A
62337329	Parlibellus sp. B
62337328	Parlibellus sp. A
62337327	Neodelphineis sp. B
62337326	Neodelphineis sp. A
62337325	Licmophora sp. B
62337324	Licmophora sp. A
62337323	Diploneis sp. D
62337322	Diploneis sp. C
62337321	Diploneis sp. B
62337320	Diploneis sp. A
62337319	Bacillaria sp. D
62337318	Bacillaria sp. C
62337317	Bacillaria sp. B
62337316	Bacillaria sp. A
62337315	Achnanthes sp. B
62337314	Achnanthes sp. A
62337312	Caloneis cf. linearis
62337311	Pseudogomphonema sp.
62337027	Brockmanniella sp.
62337026	unclassified Brockmanniella
62337020	Stephanopyxis sp.
62337015	Ditylum sp.
62337012	Planktoniella sp.
62337011	Rhaphoneis sp.
62336450	Nitzschia strain CNS00418
62334280	Melosira strain var. krembsii Kaczmarskaet & Jahn, 2006
62334279	Podosira strain Grunow, 1888
62334278	Paralia sp.
62334277	unclassified Paralia
62334276	Ellerbeckia sp.
62334275	Ardissonea sp.
62334274	unclassified Ardissonea
62333040	Cymbopleura strain YMaltsev-2021a
62331099	Astartiella strain Gorecka et al., 2021
62331098	Astartiella strain Gorecka et al., 2021
62329936	Lithodesmium sp.
62329935	Trieres sp.
62329934	Pseudictyota sp.
62329933	unclassified Pseudictyota
62329932	Biddulphia sp.
62328784	Navicula strain CCAP1050/13
62327754	Climaconeis sp.
62327753	unclassified Climaconeis
62327752	Climaconeis cf. scalaris
62319787	Conticribra strain LYang-2021a
62319786	unclassified Conticribra
62318235	Navicula cf. criophila
62318234	Navicula cf. glaciei
62318233	Synedropsis sp.
62318232	Chaetoceros cf. flexuosus
62317648	Achnanthes strain Sherwood & Lowe, 2009
62315266	Microcostatus sp.
62315265	unclassified Microcostatus
62315264	Microcostatus Johansen & Sray, 1998
60184758	Placoneis
62311222	Fallacia strain Li & Suzuki, 2022
62311221	Fallacia strain YLi-2021a
62311209	Fallacia strain Hustedt D.G.Mann, 1990
62311208	Fallacia strain Hustedt D.G.Mann 1990
62311207	Fallacia strain R.M.Patrick & Freese Y.H.Li & H.Suzuki 2014
62310947	Actinocyclus strain Fryxell & Semina, 1981
62309189	Halamphora strain PL1C
62309188	Halamphora strain MG11
62309168	Nitzschia strain SGui-2021a
61213459	Karayevias
62305061	Pleurosigma strain Harper, 2009
62304224	Stephanocyclus strain Skabitschevsky, 1975
62304222	Stephanocycli
62301186	Chaetoceros strain DS1
60374543	Grammonemas
60169372	Extubocelluli
62299027	Unruhdinium strain var. robustum diatom endosymbiont France_Loir Riv._B
59963804	Coscinodiscophyceae Round & R.M.Crawford
62299015	Berkeleya sp.
62299014	Rhizosolenia sp.
60467439	Plagiostriatas
60796795	Pierrecomperia Sabbe et al. 2010
59977323	Papiliocelluli
62299013	Nanofrustulum sp.
62299012	Arcocellulus sp.
61567428	Pelagicas
62294385	Cocconeis strain AmCo01a
62292702	Cocconeis strain D257_024aa
62292701	Cocconeis strain D257_024a
62292583	Mediolabrus Li, 2020
62290713	Placoneis strain Kezlya, Glushchenko, Kulikovskiy & Kociolek, 2021
62290712	Placoneis strain YMaltsev-2020a
62290607	Diploneis strain H_30665
62290605	Diploneis strain H_17941
62290604	Diploneis strain H_15454
62289257	Hantzschia strain Maltsev & Kulikovskiy, 2021
62289256	Hantzschia strain YMal-2020b
62289255	Hantzschia strain YMal-2020a
62289254	Hantzschia strain Lange-Bertalot, 1993
62287206	Pseudo-nitzschia cf. arenysensis
62286564	Astartiella strain MPAsh-2020a
62286383	Proboscia strain NLund-2020a
62286381	Rhizosolenia strain Sundstrom, 1986
62286375	Rhizosolenia strain Peragallo, 1892
62285497	Staurosiraceae sp.
62285496	unclassified Staurosiraceae
62285495	Placosira strain Ashworth, 2021
62285494	Placosira strain Majewska, Ashworth, Sato & Witkowski, 2021
62285493	Nitzschia strain Lobban, M.Ashworth, Calaor & Theriot, 2019
62285492	Nitzschia strain Lobban, M.Ashworth, Calaor & Theriot, 2019
62285491	Nitzschia strain Lobban, M.Ashworth, Calaor & Theriot, 2019
62285487	Serratifera sp.
62285486	Neodelphineis sp.
62285485	Hendeyella strain Ashworth 2016
62285319	Spicaticribra strain Johansen, Kociolek & R.L.Lowe 2008
62285075	Navicula strain MED_05
62282629	Cocconeis cf. sigillata
62278143	Unruhdinium strain diatom endosymbiont
62277134	Craspedostauros strain MAsh-2020b
62277133	Craspedostauros strain MAsh-2020a
