model	dataset	k	n_repeats	threshold	accuracy	precision	recall	specificity	f1	tp	tn	fp	fn
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.7974137931034483	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8017241379310345	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8060344827586207	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8103448275862069	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.814655172413793	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8189655172413793	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8232758620689655	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8275862068965517	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8318965517241379	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8362068965517241	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8405172413793104	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8448275862068966	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8491379310344828	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.853448275862069	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8577586206896551	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8620689655172413	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8663793103448276	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8706896551724138	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.875	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8793103448275862	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8836206896551724	0.933	0.556	0.104	0.994	0.175	1	216	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8879310344827586	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.8922413793103449	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.896551724137931	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9008620689655172	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9051724137931034	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9094827586206896	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9137931034482758	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9181034482758621	0.934	0.667	0.104	0.995	0.179	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9224137931034483	0.933	0.667	0.083	0.995	0.144	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9267241379310345	0.933	0.667	0.083	0.995	0.144	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9310344827586207	0.933	0.667	0.083	0.995	0.144	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9353448275862069	0.933	0.667	0.083	0.995	0.144	1	217	1	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.939655172413793	0.934	0.722	0.083	0.997	0.146	1	217	0	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9439655172413793	0.934	0.722	0.083	0.997	0.146	1	217	0	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9482758620689655	0.934	0.722	0.083	0.997	0.146	1	217	0	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9525862068965517	0.934	0.722	0.083	0.997	0.146	1	217	0	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9568965517241379	0.934	0.722	0.083	0.997	0.146	1	217	0	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9612068965517241	0.934	0.722	0.083	0.997	0.146	1	217	0	14
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9655172413793103	0.933	0.556	0.062	0.997	0.109	1	217	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9698275862068966	0.933	0.556	0.062	0.997	0.109	1	217	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9741379310344828	0.933	0.556	0.062	0.997	0.109	1	217	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.978448275862069	0.933	0.556	0.062	0.997	0.109	1	217	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9827586206896551	0.934	0.556	0.062	0.998	0.109	1	217	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9870689655172413	0.936	0.667	0.062	1.000	0.113	1	218	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9913793103448276	0.936	0.667	0.062	1.000	0.113	1	218	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	0.9956896551724138	0.934	0.667	0.042	1.000	0.078	0	218	0	15
logistic_regression_avg	cc_terrestrial_evaluation_combined_super_vector_files	5	1	1.0	0.932	0.000	0.000	1.000	0.000	0	218	0	16
