MGYS00002391	A practical introduction to microbial molecular ecology through the use of iChips	In the context of anti-microbial resistance as one of the most serious issues faced globally by health providers, we explored a practical introduction to molecular microbial ecology. We designed field work and practical experiments for third year members of a four year undergraduate Masters Programme in which the students employed traditional and novel isolation techniques to identify antimicrobial activities from soil dwelling microorganisms. Students gained experience in isolating DNA from complex microbial communities, amplifying 16S rRNA genes and applied richness / diversity indices as well as principal coordinates analyses to the interpretation of the data they obtained from high throughput sequencing. Our results confirmed that isolation chips (iChips) facilitate the growth of a greater diversity and different species subset from the complex soil microorganism community than traditional plate spreading techniques. However, rarefaction of 16S rRNA amplicon sequencing data showed that the majority of observed species in soil remain unculturable by current methods. Based on the written reports produced by the students carrying out the work, we concluded that the described protocols are robust and informative, that these activities provide a good practical introduction to the theories and practice of molecular ecology and can be easily deployed to groups of six or more students in a cost-effective manner.	root:Environmental:Terrestrial:Soil:Loam	30619545	A practical introduction to microbial molecular ecology through the use of isolation chips.	In the context of antimicrobial resistance as one of the most serious issues faced globally by health providers, we explored a practical introduction to molecular microbial ecology. We designed field work and practical experiments for third year members of a 4 year undergraduate Masters Program, in which the students employed traditional and novel isolation techniques to identify antimicrobial activities from soil dwelling microorganisms. Students gained experience in isolating DNA from complex microbial communities, amplifying 16S rRNA genes and applied richness/diversity indices as well as principal coordinate analyses to the interpretation of the data they obtained from high throughput sequencing. Our results confirmed that isolation chips facilitate the growth of a greater diversity and different species subset from the complex soil microorganism community than traditional plate spreading techniques. However, rarefaction of 16S rRNA amplicon sequencing data showed that the majority of observed species in soil remain unculturable by current methods. Based on the written reports produced by the students carrying out the work, we concluded that the described protocols are robust and informative, that these activities provide a good practical introduction to the theories and practice of molecular ecology and can be easily deployed to groups of six or more students in a cost-effective manner.																																													
MGYS00003067	16S rRNA metagenomic investigation of arsenotrophic bacteriome of ground water and soil from arsenic-prone area of Bangladesh	In order to characterize the microbial biodiversity of arsenic contaminated water and surrounding soil a metagenomic approach by sequencing six hypervariable regions of 16S rRNA gene has been performed.	root:Environmental:Terrestrial:Soil																																																
MGYS00001038	Bacteria Metagenome	To investigate how soil bacteria responsed to warming and precipitation.	root:Environmental:Terrestrial:Soil	27446064	Effects of Short-Term Warming and Altered Precipitation on Soil Microbial Communities in Alpine Grassland of the Tibetan Plateau.	Soil microbial communities are influenced by climate change drivers such as warming and altered precipitation. These changes create abiotic stresses, including desiccation and nutrient limitation, which act on microbes. However, our understanding of the responses of microbial communities to co-occurring climate change drivers is limited. We surveyed soil bacterial and fungal diversity and composition after a 1-year warming and altered precipitation manipulation in the Tibetan plateau alpine grassland. In isolation, warming and decreased precipitation treatments each had no significant effects on soil bacterial community structure; however, in combination of both treatments altered bacterial community structure (p = 0.03). The main effect of altered precipitation specifically impacted the relative abundances of Bacteroidetes and Gammaproteobacteria compared to the control, while the main effect of warming impacted the relative abundance of Betaproteobacteria. In contrast, the fungal community had no significant response to the treatments after 1-year. Using structural equation modeling (SEM), we found bacterial community composition was positively related to soil moisture. Our results indicate that short-term climate change could cause changes in soil bacterial community through taxonomic shifts. Our work provides new insights into immediate soil microbial responses to short-term stressors acting on an ecosystem that is particularly sensitive to global climate change.																																													
MGYS00001005	Fungi Metagenome	Biodiversity and climate change in european forests	root:Environmental:Terrestrial:Soil:Loam:Forest soil	32661237	GlobalFungi, a global database of fungal occurrences from high-throughput-sequencing metabarcoding studies.																																														
MGYS00002116	Bulk and rhizosphere soil microbial communities in wheat fields	The study aims to investigate functional activities of soil microbial communities surrounding wheat crops that are associated with higher yields. Two wheat fields were sampled for bulk and rhizosphere soil at three different wheat growth and development stages (March, June and July 2017). We used 16S rRNA sequencing to identify and compare bacteria present in these soil samples.	root:Environmental:Terrestrial:Soil:Loam:Agricultural																																																
MGYS00001161	Kansas, Cultivated corn soil metagenome reference core Project	none provided	root:Environmental:Terrestrial:Soil:Agricultural																																																
MGYS00002110	Metagenomic Analysis of soil microbial community of the western high land	In this study soil was collected from the western high land of Saudi Arabia. The samples were analyzed using next generation sequencing.	root:Environmental:Terrestrial:Soil																																																
MGYS00000971	a paddy soil chronosequence genome sequencing	In this study, we investigated how bacterial communities might change with respect to soil physicochemical development during 2000-year rice cultivation after reclamation from tidal wetlands, using the soil chronosequence in the Yangtze River Delta, China. This knowledge would provide useful suggestions for sustainable development of paddy ecosystem.	root:Environmental:Terrestrial:Soil:Agricultural																																																
MGYS00001060	Soil Targeted Locus (Loci)	The study has surveyed microbial communities in oil contaminated soils	root:Environmental:Terrestrial:Soil:Oil-contaminated																																																
MGYS00001037	Boreal peatland bacterial 16S rRNA sequences Targeted Locus (Loci)	Defining bacterial community structure in the surface layers of three boreal peatland sites	root:Environmental:Terrestrial:Soil:Wetlands																																																
MGYS00002303	Microbiome profiling Schlöppnerbrunnen peat cores from different depths	Microbiome profiling of Schlöppnerbrunnen peat cores collected from different depths ranging from 0-30 cm.	root:Environmental:Terrestrial:Soil																																																
MGYS00005186	Impact of rainforest transformation on phylogenetic and functional diversity of soil prokaryotic communities in Sumatra (Indonesia)	This project investigates the impact of lowland rainforest transformation on diversity and ecosystem function of soil prokaryotic communities. To identify changes in indigenous prokaryotic community composition accompanying rainforest transformation, comparative phylogenetic analyses of soil samples from lowland rainforest, jungle rubber, rubber plantations, and oil palm plantations were performed.	root:Environmental:Terrestrial:Soil:Tropical rainforest	30364106	How Rainforest Conversion to Agricultural Systems in Sumatra (Indonesia) Affects Active Soil Bacterial Communities.	Palm oil production in Indonesia increased constantly over the last decades, which led to massive deforestation, especially on Sumatra island. The ongoing conversion of rainforest to agricultural systems results in high biodiversity loss. Here, we present the first RNA-based study on the effects of rainforest transformation to rubber and oil palm plantations in Indonesia for the active soil bacterial communities. For this purpose, bacterial communities of three different converted systems (jungle rubber, rubber plantation, and oil palm plantation) were studied in two landscapes with rainforest as reference by RT-PCR amplicon-based analysis of 16S rRNA gene transcripts. Active soil bacterial communities were dominated by <i>Frankiales</i> (<i>Actinobacteria</i>), subgroup 2 of the <i>Acidobacteria</i> and <i>Alphaproteobacteria</i> (mainly <i>Rhizobiales</i> and <i>Rhodospirillales</i>). Community composition differed significantly between the converted land use systems and rainforest reference sites. <i>Alphaproteobacteria</i> decreased significantly in oil palm samples compared to rainforest samples. In contrast, relative abundances of taxa within the <i>Acidobacteria</i> increased. Most important abiotic drivers for shaping soil bacterial communities were pH, calcium concentration, base saturation and C:N ratio. Indicator species analysis showed distinct association patterns for the analyzed land use systems. Nitrogen-fixing taxa including members of <i>Rhizobiales</i> and <i>Rhodospirillales</i> were associated with rainforest soils while nitrifiers and heat-resistant taxa including members of <i>Actinobacteria</i> were associated with oil palm soils. Predicted metabolic profiles revealed that the relative abundances of genes associated with fixation of nitrogen significantly decreased in plantation soils. Furthermore, predicted gene abundances regarding motility, competition or gene transfer ability indicated rainforest conversion-induced changes as well.																																													
MGYS00005315	Who eats the tough stuff  DNA stable isotope probing (SIP) of bacteria and fungi degrading 13C-labelled lignin and cellulose in forest soils	Decomposition and storage of plant-derived carbon has become a hot topic in environmental research. Since carbon dioxide has been detected as one of the most relevant drivers of global climate change, its potential storage and fate in soils has become key for predicting climate scenarios. Unfortunately, studies with a focus on the decomposition and driving factors are still lacking for precise modelling of the fluxes in a changing world. The main actors of carbon degradation in soils have not been fully identified, especially in regard to bacteria very little is known about their contribution to degradation of persistent carbon components. In the present study, the active microbial community involved in degrading 13C-labelled cellulose and lignin in forest soils was identified using a DNA stable isotopic probing (SIP) approach. Microbial activity assessed by measurements of 13CO2 increased with labelled substrate addition, during a 28 days incubation period. Within the vast microbial communities, bacterial and fungal members specialized in degrading cellulose (e.g. Devosia (Rhizobiales), Sebacinales), lignin (e.g. Sphingopyxis (Sphingomonadales), Paucibacter (Burkholderiales), Xylariales, Auriculariales, Helotiales), and both substrates (e.g. Caulobacter (Caulobacterales), Schizoporaceae, Orbiliales) have been identified. Over the course of the experiment, a successional shift from early degrading colonizers (e.g. Brevundimonas (Caulobacterales), Trichosporonales, Hymenochaetales, Gomphales) to late stage beneficiary microorganisms (e.g. Sphingopyxis (Sphingomonadales), Devosia (Rhizobiales), Orbiliales) became evident. These results provide novel insights into the degradation processes of woody plant debris in soil, disentangling the active microbial degraders from the beneficiaries, within the vast complexity of the soil microbiome.	root:Environmental:Terrestrial:Soil:Loam:Forest soil																																																
MGYS00001023	soil metagenome Targeted Locus (Loci)	Communities of soil bacteria in relation to nutrient concentration and successional stage, in a laboratory culture experiment.	root:Environmental:Terrestrial:Soil																																																
MGYS00003933	Impact of Plant Development on Structure and Function of Rhizosphere Microbial Community associated with Groundnut (Arachis hypogaea L.)	Impact of Plant Development on Structure and Function of Rhizosphere Microbial Community associated with Groundnut (Arachis hypogaea L.).Present study investigates changes in microbiome of Groundnut rhizosphere throughout the development of plant from pre-sowing to post-harvest.	root:Environmental:Terrestrial:Soil																																																
MGYS00001597	Revealing the unexplored fungal communities in deep groundwater of crystalline bedrock fracture zones in Olkiluoto, Finland	In this study we investigated fungal communities in packer-isolated bedrock fractures in Olkiluoto, Finland at depths ranging from 296 m to 798 m below surface level. DNA- and cDNA-based high-throughput amplicon sequencing analysis of the fungal internal transcribed spacer (ITS) gene markers was used to examine the total fungal diversity and to identify the active members in deep fracture zones at different depths.	root:Environmental:Terrestrial:Geologic	26106376	Revealing the unexplored fungal communities in deep groundwater of crystalline bedrock fracture zones in Olkiluoto, Finland.	The diversity and functional role of fungi, one of the ecologically most important groups of eukaryotic microorganisms, remains largely unknown in deep biosphere environments. In this study we investigated fungal communities in packer-isolated bedrock fractures in Olkiluoto, Finland at depths ranging from 296 to 798 m below surface level. DNA- and cDNA-based high-throughput amplicon sequencing analysis of the fungal internal transcribed spacer (ITS) gene markers was used to examine the total fungal diversity and to identify the active members in deep fracture zones at different depths. Results showed that fungi were present in fracture zones at all depths and fungal diversity was higher than expected. Most of the observed fungal sequences belonged to the phylum Ascomycota. Phyla Basidiomycota and Chytridiomycota were only represented as a minor part of the fungal community. Dominating fungal classes in the deep bedrock aquifers were Sordariomycetes, Eurotiomycetes, and Dothideomycetes from the Ascomycota phylum and classes Microbotryomycetes and Tremellomycetes from the Basidiomycota phylum, which are the most frequently detected fungal taxa reported also from deep sea environments. In addition some fungal sequences represented potentially novel fungal species. Active fungi were detected in most of the fracture zones, which proves that fungi are able to maintain cellular activity in these oligotrophic conditions. Possible roles of fungi and their origin in deep bedrock groundwater can only be speculated in the light of current knowledge but some species may be specifically adapted to deep subsurface environment and may play important roles in the utilization and recycling of nutrients and thus sustaining the deep subsurface microbial community.																																													
MGYS00001972	16S rRNA gene sequencing (Primers 518F and 806R, Illumina MiSeq 150pb-PE) of SIP fractions following glucose amendment in Organic vs Conventional management systems and annual vs perennial crops.	16S rRNA gene sequencing (Primers 518F and 806R, Illumina MiSeq 150pb-PE) of SIP fractions following glucose amendment in Organic vs Conventional management systems and annual vs perennial crops.	root:Environmental:Terrestrial:Soil:Crop	29230199	Resource Legacies of Organic and Conventional Management Differentiate Soil Microbial Carbon Use.	Long-term contrasts in agricultural management can shift soil resource availability with potential consequences to microbial carbon (C) use efficiency (CUE) and the fate of C in soils. Isothermal calorimetry was combined with <sup>13</sup>C-labeled glucose stable isotope probing (SIP) of 16S rRNA genes to test the hypothesis that organically managed soils would support microbial communities with greater thermodynamic efficiency compared to conventional soils due to a legacy of lower resource availability and a resultant shift toward communities supportive of more oligotrophic taxa. Resource availability was greater in conventionally managed soils, with 3.5 times higher available phosphorus, 5% more nitrate, and 36% more dissolved organic C. The two management systems harbored distinct glucose-utilizing populations of <i>Proteobacteria</i> and <i>Actinobacteria</i>, with a higher <i>Proteobacteria</i>:<i>Actinobacteria</i> ratio (2.4 vs. 0.7) in conventional soils. Organically managed soils also harbored notable activity of <i>Firmicutes</i>. Thermodynamic efficiency indices were similar between soils, indicating that glucose was metabolized at similar energetic cost. However, differentially abundant glucose utilizers in organically managed soils were positively correlated with soil organic matter (SOM) priming and negatively correlated to soil nutrient and carbon availability, respiration, and heat production. These correlation patterns were strongly reversed in the conventionally managed soils indicating clear differentiation of microbial functioning related to soil resource availability. Fresh C addition caused proportionally more priming of SOM decomposition (57 vs. 51%) in organically managed soils likely due to mineralization of organic nutrients to satisfy microbial demands during glucose utilization in these more resource deprived soils. The additional heat released from SOM oxidation may explain the similar community level thermodynamic efficiencies between management systems. Restoring fertility to soils with a legacy of nutrient limitation requires a balanced supply of both nutrients and energy to protect stable SOM from microbial degradation. These results highlight the need to consider managing C for the energy it provides to icritical biological processes that underpin soil health.																																													
MGYS00000926	Uncultured bacteria soil carbon-fixing Targeted Locus (Loci)	This library was made using 454 - pyrophosphate sequencing method to attest diversity and richness of soil carbon-fixing functional gene (cbbL-green like).	root:Environmental:Terrestrial:Soil																																																
MGYS00001100	Soil Microbiomes Metagenome	To probe environmental DNA for the presence of biosynthetic gene clusters.	root:Environmental:Terrestrial:Soil	25831524	Multiplexed metagenome mining using short DNA sequence tags facilitates targeted discovery of epoxyketone proteasome inhibitors.	In molecular evolutionary analyses, short DNA sequences are used to infer phylogenetic relationships among species. Here we apply this principle to the study of bacterial biosynthesis, enabling the targeted isolation of previously unidentified natural products directly from complex metagenomes. Our approach uses short natural product sequence tags derived from conserved biosynthetic motifs to profile biosynthetic diversity in the environment and then guide the recovery of gene clusters from metagenomic libraries. The methodology is conceptually simple, requires only a small investment in sequencing, and is not computationally demanding. To demonstrate the power of this approach to natural product discovery we conducted a computational search for epoxyketone proteasome inhibitors within 185 globally distributed soil metagenomes. This led to the identification of 99 unique epoxyketone sequence tags, falling into 6 phylogenetically distinct clades. Complete gene clusters associated with nine unique tags were recovered from four saturating soil metagenomic libraries. Using heterologous expression methodologies, seven potent epoxyketone proteasome inhibitors (clarepoxcins A-E and landepoxcins A and B) were produced from these pathways, including compounds with different warhead structures and a naturally occurring halohydrin prodrug. This study provides a template for the targeted expansion of bacterially derived natural products using the global metagenome.	24550451	Chemical-biogeographic survey of secondary metabolism in soil.	In this study, we compare biosynthetic gene richness and diversity of 96 soil microbiomes from diverse environments found throughout the southwestern and northeastern regions of the United States. The 454-pyroseqencing of nonribosomal peptide adenylation (AD) and polyketide ketosynthase (KS) domain fragments amplified from these microbiomes provide a means to evaluate the variation of secondary metabolite biosynthetic diversity in different soil environments. Through soil composition and AD- and KS-amplicon richness analysis, we identify soil types with elevated biosynthetic potential. In general, arid soils show the richest observed biosynthetic diversity, whereas brackish sediments and pine forest soils show the least. By mapping individual environmental amplicon sequences to sequences derived from functionally characterized biosynthetic gene clusters, we identified conserved soil type-specific secondary metabolome enrichment patterns despite significant sample-to-sample sequence variation. These data are used to create chemical biogeographic distribution maps for biomedically valuable families of natural products in the environment that should prove useful for directing the discovery of bioactive natural products in the future.																																										
MGYS00005571	A metagenomic approach to understanding the microbial consequences of permafrost thaw in boreal Western Canada	This study sampled 20 lakes along a north-south permafrost gradient (continuous, discontinuous, sporadic, no permafrost) in boreal western Canada (Northwest Territories and Alberta). Samples were taken from the sediments at the edges of small boreal ponds, extracted using DNeasy Powersoil and then prepared for shotgun sequencing using an NEBNext Ultra II FS kit. Controls included: negative water only, Zymo Microbial community standard.	root:Environmental:Terrestrial:Soil:Permafrost																																																
MGYS00000945	Terranova Bay soil Metagenome	Achievement of a background research through the preliminary study on the terrestrial biodiversity in Victoria Land for the long-term monitoring by climate change and human activity	root:Environmental:Terrestrial:Soil	25799273	Highly heterogeneous soil bacterial communities around Terra Nova Bay of Northern Victoria Land, Antarctica.	Given the diminished role of biotic interactions in soils of continental Antarctica, abiotic factors are believed to play a dominant role in structuring of microbial communities. However, many ice-free regions remain unexplored, and it is unclear which environmental gradients are primarily responsible for the variations among bacterial communities. In this study, we investigated the soil bacterial community around Terra Nova Bay of Victoria Land by pyrosequencing and determined which environmental variables govern the bacterial community structure at the local scale. Six bacterial phyla, Actinobacteria, Proteobacteria, Acidobacteria, Chloroflexi, Cyanobacteria, and Bacteroidetes, were dominant, but their relative abundance varied greatly across locations. Bacterial community structures were affected little by spatial distance, but structured more strongly by site, which was in accordance with the soil physicochemical compositions. At both the phylum and species levels, bacterial community structure was explained primarily by pH and water content, while certain earth elements and trace metals also played important roles in shaping community variation. The higher heterogeneity of the bacterial community structure found at this site indicates how soil bacterial communities have adapted to different compositions of edaphic variables under extreme environmental conditions. Taken together, these findings greatly advance our understanding of the adaption of soil bacterial populations to this harsh environment.																																													
MGYS00001009	Farmers soil	Amplicon sequence originating from grassland or agricultural soil, incubated in lab for 120 days under constant humidity and temperature.	root:Environmental:Terrestrial:Soil																																																
MGYS00005241	Soil marker gene sequences across the Nutrient Network	Raw microbial marker gene sequences (16S rRNA and ITS) from soil samples across the Nutrient Network	root:Environmental:Terrestrial:Soil:Grasslands	26283343	Consistent responses of soil microbial communities to elevated nutrient inputs in grasslands across the globe.	Soil microorganisms are critical to ecosystem functioning and the maintenance of soil fertility. However, despite global increases in the inputs of nitrogen (N) and phosphorus (P) to ecosystems due to human activities, we lack a predictive understanding of how microbial communities respond to elevated nutrient inputs across environmental gradients. Here we used high-throughput sequencing of marker genes to elucidate the responses of soil fungal, archaeal, and bacterial communities using an N and P addition experiment replicated at 25 globally distributed grassland sites. We also sequenced metagenomes from a subset of the sites to determine how the functional attributes of bacterial communities change in response to elevated nutrients. Despite strong compositional differences across sites, microbial communities shifted in a consistent manner with N or P additions, and the magnitude of these shifts was related to the magnitude of plant community responses to nutrient inputs. Mycorrhizal fungi and methanogenic archaea decreased in relative abundance with nutrient additions, as did the relative abundances of oligotrophic bacterial taxa. The metagenomic data provided additional evidence for this shift in bacterial life history strategies because nutrient additions decreased the average genome sizes of the bacterial community members and elicited changes in the relative abundances of representative functional genes. Our results suggest that elevated N and P inputs lead to predictable shifts in the taxonomic and functional traits of soil microbial communities, including increases in the relative abundances of faster-growing, copiotrophic bacterial taxa, with these shifts likely to impact belowground ecosystems worldwide.																																													
MGYS00001033	Soil microbes Targeted Locus (Loci)	Mid-term abandoned agricultural land (grassland) in Veluwe, the NETHERLANDS	root:Environmental:Terrestrial:Soil:Agricultural	28176768	Soil networks become more connected and take up more carbon as nature restoration progresses.	Soil organisms have an important role in aboveground community dynamics and ecosystem functioning in terrestrial ecosystems. However, most studies have considered soil biota as a black box or focussed on specific groups, whereas little is known about entire soil networks. Here we show that during the course of nature restoration on abandoned arable land a compositional shift in soil biota, preceded by tightening of the belowground networks, corresponds with enhanced efficiency of carbon uptake. In mid- and long-term abandoned field soil, carbon uptake by fungi increases without an increase in fungal biomass or shift in bacterial-to-fungal ratio. The implication of our findings is that during nature restoration the efficiency of nutrient cycling and carbon uptake can increase by a shift in fungal composition and/or fungal activity. Therefore, we propose that relationships between soil food web structure and carbon cycling in soils need to be reconsidered.																																													
MGYS00001035	amoA gene sequences from soil Targeted Locus (Loci)	Both climate and pH are key in determining soil archaeal community structure and diversity	root:Environmental:Terrestrial:Soil																																																
MGYS00001158	Chernobyl soils Targeted Locus (Loci)	High throughput pyrosequencing was used to get a comprehensive picture of the phylogenetic diversity of Bacteria and Archae in radionuclides-contaminated and control soils collected in the trench T22 area, within the Chernobyl exclusion zone.	root:Environmental:Terrestrial:Soil:Contaminated																																																
MGYS00001049	Insights into soil''s environmental quality indicators for amendments made from organic residues	In order to obtain the status of microbial communities and their organization in a soil that had been fertilized with composted organic residues, DNA was extracted from soil samples fifteen days after fertilization	root:Environmental:Terrestrial:Soil																																																
MGYS00003066	16S rRNA metagenomic investigation of arsenotrophic bacteriome of ground water and soil from arsenic-prone area of Bangladesh	In order to characterize the microbial biodiversity of arsenic contaminated water and surrounding soil a metagenomic approach by sequencing six hypervariable regions of 16S rRNA gene has been performed.	root:Environmental:Terrestrial:Soil																																																
MGYS00004610	soil metagenome	The objectives of this investigation was to assess archaeal community and diversity in sediments from natural wetlands.	root:Environmental:Terrestrial:Soil:Wetlands																																																
MGYS00001031	Trace element-contaminated soil Metagenome	We aimed to compare the community structure of fungi and bacteria in the rhizosphere of introduced willows to willow growth and metal uptake.	root:Environmental:Terrestrial:Soil:Contaminated																																																
MGYS00001909	Metagenomic study on pasturelands chronically exposed to pesticides	Metagenomic study on pasturelands chronically exposed to pesticides	root:Environmental:Terrestrial:Soil:Grasslands																																																
MGYS00003981	Microbial Community Assembly in Soybean	Soybean has great economic and social importance for Brazil, and nitrogen, the most required nutrient by plants, is fully supplied by bacteria symbiosis. In order to guarantee the biological process maximization, it is necessary to inoculate strains of efficient and competitive bacteria, that accompany the technological development of new cultivars	root:Environmental:Terrestrial:Soil:Agricultural																																																
MGYS00003717	Microbial community structure is affected by cropping sequences and bio-covers under long-term no-tillage	Changes in soil bacterial community composition were assessed in response to cropping sequences and bio-covers at long-term no-tillage sites. Main effects of 4 four different cropping sequences of corn (Zea mays L.), cotton (Gossypium hirsutum L.), and soybean (Glycine max L.) were rotated in four year phases for 12-yrs at two Tennessee Research and Education Centers in a randomized complete block design with split-block treatments of four winter bio-covers: hairy vetch (Vicia villosa L.), wheat (Triticum aestivum L.), poultry litter, and a fallow control. Using Illumina high-throughput sequencing of 16S rRNA genes, bacterial community composition was determined.	root:Environmental:Terrestrial:Soil:Agricultural																																																
MGYS00001057	Bacteria Targeted Locus (Loci)	The goal of present study is to examine what soil bacterial taxa were significantly affected by Cu amendments, and what taxa were the keystone organisms in Cu-contaminated soils using network analysis approach	root:Environmental:Terrestrial:Soil:Contaminated																																																
MGYS00001911	This project studies the global transcriptional changes of P. veronii 1YdBTEX once it is introduced in different soils which contain a establish resident microbial community. We would like to characterize the response from the resident community members to the introduced strain.	This project studies the global transcriptional changes of P. veronii 1YdBTEX once it is introduced in different soils which contain a establish resident microbial community. We would like to characterize the response from the resident community members to the introduced strain.	root:Environmental:Terrestrial:Soil																																																
MGYS00003807	Canadian MetaMicroBiome Initiative samples from	Microbial communities harbor immense genetic diversity with enormous promise for applications in bioproduct synthesis and green chemistry. Metagenomic libraries provide a window into this largely untapped reservoir of nucleic acid diversity and individual libraries have been generated from a variety of terrestrial and aquatic environments. A limitation is that metagenomic libraries are typically project-specific and maintained in isolation. In an effort to enable the sharing of genetic material from environmental samples for the benefit of the scientific community, we are establishing the Canadian MetaMicroBiome Library. This repository will house composite soil samples that are characterized by extensive 16S rRNA gene and whole-genome sequencing, generating taxonomic profiles and metabolic pathway reconstructions for each sample. The sequence data will be submitted to existing public databases and linked with detailed physical, chemical and geographic characterization of the samples according to established metagenomic standards. Sample DNA will be used to construct high quality libraries in cosmid vectors, allowing for phenotypic screening in a broad range of microbial surrogate hosts. Phenotypic screening of metagenomic libraries provides access to truly novel functions that would otherwise be missed by sequence-based surveys of bulk community DNA or metagenomic libraries. MetaMicroBiome is being initiated with soil samples collected from across Canada, and initial libraries are being screened for novel glycoside hydrolase activities in multiple surrogate hosts. Once MetaMicroBiome is established, contributions of samples from other environments will be accepted for inclusion. The resulting resource will provide the international scientific community with access to a common collection of thoroughly characterized community-contributed genetic material in clone library format for custom phenotypic screens.	root:Environmental:Terrestrial:Soil	33252655	Dadasnake, a Snakemake implementation of DADA2 to process amplicon sequencing data for microbial ecology.																																														
MGYS00001024	Environment Targeted Locus (Loci)	The application of fresh digestate, derived from the anaerobic treatment of animal wastes, is known to affect the short-term dynamics of microbial communities. A metagenomic study was carried out to test the effect of livestock-derived digestate amendment on an agricultural soil bacterial, yeasts and fungal community structure and dynamics.	root:Environmental:Terrestrial:Soil:Agricultural																																																
MGYS00002314	EMG produced TPA metagenomics assembly of the Metagenome sequencing of a chitin enriched culture (Metagenome sequencing of a chitin enriched culture) data set.	The Metagenome sequencing of a chitin enriched culture Third Party Annotation (TPA) assembly was derived from the primary whole genome shotgun (WGS) data set: PRJEB6317.  This project includes samples from the following biomes: Environmental, Terrestrial, Soil.	root:Environmental:Terrestrial:Soil																																																
MGYS00000959	Microbial Ecology of Thailand Tsunami and Non-Tsunami Affected Terrestrials	This study represents the first to elucidate their effects on microbial ecology. We utilized metagenomics with 16S and 18S rDNA-barcoded pyrosequencing to obtain prokaryotic and eukaryotic profiles for this terrestrial site, tsunami affected (S1), as well as a parallel unaffected terrestrial site, non-tsunami affected (S2)	root:Environmental:Terrestrial:Soil																																																
MGYS00001027	Alpine soil eukaryote Metagenome	Investigate the eukaryote community under different water gradient in alpine ecosystem.	root:Environmental:Terrestrial:Soil	28401921	Distinct Soil Microbial Communities in habitats of differing soil water balance on the Tibetan Plateau.	Global change may be a severe threat to natural and agricultural systems, partly through its effects in altering soil biota and processes, due to changes in water balance. We studied the potential influence of changing soil water balance on soil biota by comparing existing sites along a natural water balance gradient in the Qinghai-Tibetan Plateau. In this study, the community structure of bacteria, archaea and eukaryotes differed between the different soil water conditions. Soil moisture was the strongest predictor of bacterial and eukaryotic community structure, whereas C/N ratio was the key factor predicting variation in the archaeal community. Bacterial and eukaryotic diversity was quite stable among different soil water availability, but archaeal diversity was dramatically different between the habitats. The auxotype of methanogens also varied significantly among different habitats. The co-varying soil properties among habitats shaped the community structure of soil microbes, with archaea being particularly sensitive in terms of community composition, diversity and functional groups. Bacterial and archaeal phylogenetic community turnover was mainly driven by deterministic processes while stochastic processes had stronger effects on eukaryotic phylogenetic community turnover. Our work provides insight into microbial community, functional group and phylogenetic turnover under different soil conditions in low-latitude alpine ecosystem.																																													
MGYS00003785	Exploring links between pH and bacterial community composition in soils from the Craibstone Experimental Farm.	Soil pH effect on soil metagenome Craibstone, Scotland soil maintained at different pH levels (4.5, 5.0, 5.5, 6.0, 6.5, 7.0, 7.5) and harvested in 2006 and 2007	root:Environmental:Terrestrial:Soil:Agricultural	33252655	Dadasnake, a Snakemake implementation of DADA2 to process amplicon sequencing data for microbial ecology.																																														
MGYS00001284	Metagenome of the soil from hot spring is to be studied to get better ubderstanding of its biome.	Soil is rich in microbes. Metagenomics of soil sample from extreme environment will be helpful for discovery of a new novel bacterial stain.	root:Environmental:Terrestrial:Soil																																																
MGYS00003918	Malaysia Lambir Soils	Lambir Hills National Park is located in Sarawak, Malaysia on the island of Borneo. The Center for Tropical Forest Science (http://www.ctfs.si.edu/) established a permanent 52-ha research plot at this site in 1991 and mapped, tagged, and identified all trees 1cm dbh (recensuses occur every 5 years). Of all the CTFS plots established to date (&gt;40 across the world), Lambir Hills is the most diverse in terms of tree species with &gt;1000 species found to be coexisting. One of the major drivers of high tree diversity at this site is thought to be the soil heterogeneity. There are four distinct soil types at this site ranging from low to high fertility.	root:Environmental:Terrestrial:Soil:Tropical rainforest	33252655	Dadasnake, a Snakemake implementation of DADA2 to process amplicon sequencing data for microbial ecology.																																														
MGYS00001025	The Greater Khingan Mountains Metagenome	To investigate post-fire changes in soil AMF community structure and diversity. Our work was aimed at studying the short- and long-term response of the AMF communities, so sampling was performed at sites were fires had burned 1 or 11 years prior and compared to nearby unburned control sites. To achieve the purpose, we want to evaluate (i) how soil AMF communities respond to short- and long-term effect of wildfire, and (ii) which factors affect AMF communities and whether there are thresholds for factors driving AMF communities.	root:Environmental:Terrestrial:Soil																																																
MGYS00005536	Soil microbial diversity in the Maintenance of Exotic vs. Native Diversity experiment (depth study)	Grasslands dominated by non-native species have replaced purely native-dominated areas in many parts of the world. This replacement has led to altered plant-plant interactions aboveground, but it is poorly understood how soil microbial communities differ between native and exotic plant communities. We tested how exotic vs. native plant species and summer irrigation affect bacterial and fungal community composition and diversity in a common garden experiment, Maintenance of Exotic vs. Native Diversity. In this study, the samples were taken at various soil depth: 0-10 cm, 10-30 cm, 30-60 cm, and 60-100 cm to assess if these changes are maintained in deeper soil layers.	root:Environmental:Terrestrial:Soil																																																
